Cleaned_Text,Rating
good service food chicken lollipop delicious chicken biryani large portions wont left hungry please visit,5
service amazing biryani places paradise birayani taste great place cozy great hang friends would love visit,5
good service firstly importantly delicious biryani love visit good food food service visit chicken biriyani biriyani,5
suprim muttan biryani good service good nice place nice paradise next time visiting family friends,5
delicious haleem ian happy feeling service also good haleem price also good haleem quantity good staff also good,4
food simple tasty also like ambience quality dishes service restaurant overall good soothing ones mood,5
staff really good food delicious egg biryani good place clean neat ambience amazinga place visit gachibowli,4
chicken biryani awesome service good toofan thankyou assistance place location easy locate thankyou service would love recommend friends family well,5
beautifulpeaceful relaxing staff outstanding restaurant exceptional along hosts servers must visit place,4
good food good service biryanis excellent chicken curries good breads make alrightgood place hangout,5
good food service quality nice ambience hospitality amazing chicken biriyani amazing ni redo mission justin muffin butch cassidy,5
briyani good crispy briyani good crispy briyani good crispy briyani good crispy service also good,5
good food nice infrastructureserving good need fast food tasteful satisfied every thing paradise restuarant,5
good foodegg friend rice nice also chicken tikka masala awesome service great enjoyed food peoples nice,5
nice food always briyani great nice visit specially chicken tandoori thank kunal serving helping serving,5
taste good service good restaurant helpful employees sweetdish nice also many varities menu card restaurant,4
first visit gachibowli paradise happy biriyani delicious service also good staff also friends ly,4
nice place humble staff quick service hospitable ambience delicious food probably best biryanis country starters less either,5
nice biryani taste good quantity less service good staff curious biryani sufficient two people value money,4
paradise one favourite restaurants eat briyani good service well food yummy tasty,4
chicken biryani excellent one best hyderabadi service perfect visit ambience good staff polite best place family outing,5
good service food good tastebiryani super looking family happy thank u much come paradise gachibowli,5
good food ambience good servise staff good food servise good veg biriyani relly good come,5
chiken musallam really good dat keema also nice flavourloved next time definently would like come family toofan served us really amazing guylovely personnice meet,5
experienced best haleem murg musalam taste good service awesome respectable good ambiance recommend family friends,5
nyc restaurant come taste haleem even veg sooo good scope imporvement good management staff also good,5
tasty good healthhaleem yummyand atmosphere also good loved place better try place,5
tasty specially biryani satisfied service good suggest come try great time good sense humour staff,5
people visited place thursday nightambience service good food disappointednot worth money pay,2
one best buffet places team lunch gachibowli area colourful place hospitable go muahhhh ambience quite good optimum free space place seems set team lunches menu present splendid many items wont able taste every itemi dont even remember names starters mouth watering write may veg non veg begin start chaat counter conveyor belt plates arranged section includes sushi golgappa aamras shot etc self served stop lazy go satiate mouth watering taste buds delicious starters served table one attraction pizza oven chef try making pizza choice yeah also get master chef certificate hoping may use resume main course also delicacies worth trying naming foodgasm hardly cared read names desserts ahhahahhhaa good number options pastries ice creams indian sweets gulaab jamun halwa pastries pan ice creamwhich highly praised ice creams instantly prepared using liquid nitrogen treat watch also find hot jalebis etc etc etc drawback high incoming rush staff hurry cant much leisure time would suggest go give try team gang believe wont regret trying fabulous place section wise ratings ambience staff food buffet items overall,4
starters tastiest good place choose ambience amazing especially loved sourav ismial served us pleasure,5
best restaurant great food satyajit team fabulousmust visit placestarters goodneed improve desserts especially icecreams,5
would rated music played justin bieber song awesome service great food waiter refused take tip,5
great time great service polite professional starters good excellent main course overall wonderful experience satyajeet alok jayanth team excellent,5
awesome food mr sabir ambience really nice everything flechazo forces visit place kudos fourth visit always improving,5
sabirservice extremely good courteous fantastic nice ambience super starters awesome food overall recommends restaurant please try,5
place nice food awasome guys goodwe visiting flehazo restaurant thats lovely placei think place good place,5
birthday wonderful first experience jayant accompanied us best starters veg non veg made us comfortable wife wonderful lunch special day loved place foood awesome,5
services jayanta wonderful starters good start mango flavour prawns adds classic mango taste wish pizza also good different pizza lovers overall fantastic experience,5
ambience awesome love service staff variety starters desserts yumm pleasure evenin service jayanta flechazo gachibowli awesome warm,5
sabir excellent service panner verry good v kabab nice main course dal tasty coconut noodels mouth watering desserts gulab jamun yum,5
good food good service value money friendly staff sabir one staff members service great job splendid menu non veg n veg p,5
great time staffs vry polite friendly especially jayant nice us overall food good highly recommend,5
given bday treat friends guys awesome place dine starters good great time jayant,5
hi time satisfied flechazo starters much hot room temparature little warm asked fish starter got two pieces bbq wings good tooo hard mango chilli prawns much tasty maida coating smell flavour nothing happy flechazo gachibowli,2
wide spread buffet taste good courteous staff polite family dinner us lovely time especially kids love live counters,5
im going place though ambiance good flechazo gachibowli deeply lacks sense hygiene went family first thing caught attention extremely sticky floor chefs live counters well display hygiene standards place find standing idle meddling ingredients scratching heads using gloved hands handle everything around another unique practice noticed waiter serves starters constantly touching serving spoonstongs half eaten food plate find serving starters next table place chaotic open dried ingredients food kept counters main course buffet limited choices well thought ambience nothing positive could write place,1
starters good especially mutton starter many varieties chicken items ambience good staff great jayanta service good food time thanks,5
flechazo brings together two culinary regions world mediterranean asian minimalistic ambiance maximised seating serves ideal place celebration office gatherings food shots conveyor belt got amazing response customers dining gol gappas kachoris chaat options fun factor makes diy concept table starters stuffed mushroom good option veg tempura well balanced spice content main course whale time picking options biryani rice curries leave space pasta though dessert section gives whole new meaning term spoilt choice place indeed foodies delight,5
visited may lunch family awesome food comfortable seating soothing ambience booked table zomato received confirmation minutes went early brunch welcome drink soup starters served table mango festival till end month dishes mango super delicious apart buffet spread live counters pizza pasta chaats pani puri yummm sushi keema kulcha others one bite snacks starters aplenty veg non veg servers attentive helpful desserts mix indian sweets pasteries cheesecakes fruits speciality liquid nitrogen icecream fun watch though sure healthy surprised mothers day cake complements restaurant wow gesture must visit place celebrations whenever hungry variety lots food,5
mothers day food amazing service jayanta ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggd,5
went place lunch buffet seeing high ratings zomato good things first service excellent waiters literally takes care food nothing great starter person love abundance starters served table ofcourse served way like sushi pani puri okayish type main course normal nothing extra ordinary taste food normal dessert red velvet cake jalebi good service good servers trained well ambience place jammed packed even tuesday lunch couldnt enjoy much rush front every counter okayish lunch,3
love dis place good terms ambiencefood hospitality live pizza smokey ice cream best highlight dance steps staff birthday celebrations,5
good food nice experience haleem missing bit disappointment serves good jayanta ggggggggggggggggggghhhggggggggggggggggggggggggggg,5
excellent service ambience friendly staff thank ranjan sadddam raja wonderful service surely visit fun time,5
md sabir good service must try place youre nearby staff professional polite friendly theyll make feel comfortable,5
heard restaurant friend choose place team lunch rating ambiance food service many items list taste good dont fooled word unlimited beverages single type beverage unlimited cant choose flavour totally felt disappointed taste customer service good,3
good place hang friends panipuri conveyer belt making pizza main highlights place,5
oh much hope place looking descriptions turned imitator abs may concept changes ok food fine expectation different,3
decent buffet ranging customised pizza amazing starters place crowdy even week day servers chefs taking personalised comments food delivered satisfying finger food conveyor belt cold pizza needs flavour tom yum soup real disappointment couldnt get main course spread seemed interesting would love visit,4
place good starters mocktails shabir handy service pasta top notch prawns good deserts love must try mini gulab jamun,5
one best place terms hospitality food ambience everything superb staters ambience main course desserts best buffet live counter pizza smoky ice cream ur list definitely,5
stars pros variety starters option make pizzapasta hands good biryani main coursea rareity days atleast items desertthe jalebi specifically good staff behaviour cons one softdrink avialiablefor every day one flavourso unlucky u drink orange juice go tuesday even u dont like hard drinks available overall nice experience go enjoy,4
absolutely loved place let begin comfortable place sitting comfortable arrangement handy served welcome drinks starters also placed small conveyer belt corner consisted chat fish later actual starters served us place non vegetarian prawns kinds chicken must try vegetarian chilly paneer crispy corn chilly fries make pizza well helped us gain space meal later mediterranean pasta better white one later hurried lunch sweets waiting food also good sweets gulabjamun badam kulfi jalebi rabdi good even try pan ice cream staff courteous friendly well overall enjoy happy long fun lunch dinner friendsfamilycolleagues,5
loved food especially baby potato harissa sweet chilli barbeque prawn must try starters smoked paan ice wow mini pizza pasta also good herethankew sabir awesome service helping us pick best one good dining,5
nice place visit beautiful ambiance service jayanth hasihul kushal awesome finally taste wonderful happy,5
liked starters service jayanta kusul hasebul good ggggggghhhggggggggggggggggggggggggggggggggggggggggggggggggghhhhhhhhhhhhhhgggggggggggg,5
loved food variety get lot variety snacks lip smacking bet best thing liked place people serving youll get experience personal touch every course meal take feedback like food changes make improve also come celebrate special occasions provide cake also play music mr jayanta host super humble served nicely big yes place,5
services good jayanta hasebul kusul good gggggggggggggggggggggggggggggggggggggjhhghhhhghhgghhghhhgghhggghhhghhggghhgggggggffgghgg,5
one place provides good buffet price pay quality food great maintain variety items across course fish served part starters best eaten long time mutton kheema masala kulcha also deserves special mention service good staff courteous sadly despite giving clear instructions celebrations planned end messed making arrangement cakes agreed provide disappointing could avoided,4
soothing ambience admirable hospitality shabir buffet delicious every sectionperfect place family friends office colleagues,5
good taste lot items excellent service jayanta hasubul kusul gggggggghhhhhhhhhgggggggggggggggggggggggggggggggggggggggggggggggggg,5
pleasant experience good food excellent service courteous staff jayanta kusal hasibul gggggggggggggggggggggggggggggggggggggggggg,5
good servicehygenic foodjayantakushalhasebul ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggygggyggyyyygggggggggghh,5
food quite awesome service provided jayanta kushal hasubul quite good ggggggggggggggggggggghghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,5
ambience awesome especially faijul service good friendly good place team outing overall good experience fun,5
seldom see restaurant rating friend come great expectations restaurant didnt manage live even rating staff polite complains coming food sushi isnt good chef isnt aware dont give mayonnaise sushi wasabi starters okay didnt repeat anything spite non vegetarians item liked crispy corn aglio olio used macaroni main course terrible array dishes none good biriyani chicken couscous salad quinoa olives chocolate ice cream overdose milk forgettable experience however reiterate staff good politely told experience insisted providing something special,2
visited flechazo today family ambiance pleasant service provided ranjit ramjan excellent food nice several options starters especially liked fish starters much main course also good coming desserts love ice cream made spot provides several food options starters main desserts one best place try family,5
good food friendly staffmehrul sourab best best buffet town fish starters rabdi desserts tasted must,5
polite service done shabir starters korean tossed chicken oriental devilled prawns excellent veg flexhazo style crispy corn good,5
apart starters main course dessert wonky table sat big disappointment ice cream made cream chocolate sauce dry ice good,2
mild refreshing taste best starters deserts thanks ramzan ranjit pritam helping dishes continued follow taste dishes,5
food amazing good ambiance staff friendly totally worth visit especially ranjit pritam good job concerned costumers visiting gachibowli,5
went group people buffet place nice ambience excellent food hamid kushals service impressive even danced us really fun experience,5
food awesome lot fun friends service hamit koshal really good starters desserts good ambience also good,5
wonderful service food great care hamid kaushal table enjoyed birthday celebration friend pizza making experience,5
excellent service shabir starters good especially oriental devilled prawns ambience place lovely staff polite overall experience,5
